province;red;green;blue;x;x
3275;2;72;90;New Province 27;x
3276;128;9;149;New Province 28;x
3277;128;27;89;New Province 29;x
3278;86;6;21;New Province 30;x
3279;86;78;91;New Province 31;x
3280;128;0;199;New Province 32;x
3281;170;135;157;New Province 33;x
3282;43;183;63;New Province 34;x
3283;0;156;215;New Province 35;x
3284;0;207;25;New Province 36;x
3285;168;126;47;New Province 37;x
3286;127;159;164;New Province 38;x
3287;169;108;162;New Province 39;x
3288;168;33;67;New Province 40;x
3289;50;111;43;New Province 41;x
3290;169;84;187;New Province 42;x
3291;169;60;7;New Province 43;x
3292;126;30;194;New Province 44;x
3293;126;123;174;New Province 45;x
3294;84;78;131;New Province 46;x
3295;168;153;87;New Province 47;x
3296;84;198;151;New Province 48;x
3297;126;39;189;New Province 49;x
3298;246;193;106;New Province 50;x
3299;50;204;23;New Province 51;x
3300;171;9;162;New Province 52;x
3301;8;93;40;New Province 53;x
3302;176;201;192;New Province 54;x
3303;91;63;96;New Province 55;x
3304;176;90;167;New Province 56;x
3305;48;198;133;New Province 57;x
3306;138;95;191;New Province 58;x
3307;174;204;42;New Province 59;x
3308;92;204;186;New Province 60;x
3309;87;171;131;New Province 61;x
3310;92;207;151;New Province 62;x
3311;48;135;158;New Province 63;x
3312;42;147;73;New Province 64;x
3313;84;69;31;New Province 65;x
3314;168;156;202;New Province 66;x
3315;42;150;38;New Province 67;x
3316;175;160;152;New Province 68;x
3317;168;168;12;New Province 69;x
3318;90;138;31;New Province 70;x
3319;42;108;73;New Province 71;x
3320;42;174;13;New Province 72;x
3321;126;60;94;New Province 73;x
3322;168;144;37;New Province 74;x
3323;84;45;56;New Province 75;x
3324;126;21;94;New Province 76;x
3325;168;186;57;New Province 77;x
3326;84;60;36;New Province 78;x
3327;0;171;140;New Province 79;x
3328;126;159;25;New Province 80;x
3329;0;159;75;New Province 81;x
3330;84;153;166;New Province 82;x
3331;48;210;43;New Province 83;x
3332;168;36;182;New Province 84;x
3333;126;153;74;New Province 85;x
3334;168;141;72;New Province 86;x
3335;135;117;54;New Province 87;x
3336;177;105;97;New Province 88;x
3337;8;156;60;New Province 89;x
3338;178;60;22;New Province 90;x
3339;48;75;148;New Province 91;x
3340;61;248;94;New Province 92;x
3341;84;33;148;New Province 93;x
3342;0;147;165;New Province 94;x
3343;0;198;75;New Province 95;x
3344;42;63;88;New Province 96;x
3345;42;78;218;New Province 97;x
3346;0;75;90;New Province 98;x
3347;84;81;91;New Province 99;x
3348;128;36;19;New Province 100;x
3349;123;247;9;New Province 101;x
3350;173;126;77;New Province 102;x
3351;233;19;12;New Province 103;x
3352;126;132;64;New Province 104;x
3353;84;18;16;New Province 105;x
3354;84;141;1;New Province 106;x
3355;137;77;75;New Province 107;x
3356;86;156;131;New Province 108;x
3357;170;66;152;New Province 109;x
3358;86;144;31;New Province 110;x
3359;0;135;0;New Province 111;x
3360;0;129;70;New Province 112;x
3361;168;129;162;New Province 113;x
3362;168;57;87;New Province 114;x
3363;99;241;15;New Province 115;x
3364;126;54;214;New Province 116;x
3365;42;201;203;New Province 117;x
3366;128;180;129;New Province 118;x
3367;44;9;73;New Province 119;x
3368;42;15;143;New Province 120;x
3369;0;24;180;New Province 121;x
3370;220;91;182;New Province 122;x
3371;42;132;198;New Province 123;x
3372;128;81;219;New Province 124;x
3373;229;164;140;New Province 125;x
3374;84;204;76;New Province 126;x
3375;2;6;200;New Province 127;x
3376;44;141;158;New Province 128;x
3377;128;48;44;New Province 129;x
3378;1;18;0;New Province 130;x
3379;168;201;187;New Province 131;x
3380;43;33;38;New Province 132;x
3381;170;147;152;New Province 133;x
3382;168;27;132;New Province 134;x
3383;168;119;147;New Province 135;x
3384;42;155;153;New Province 136;x
3385;168;74;12;New Province 137;x
3386;84;83;141;New Province 138;x
3387;42;33;133;New Province 139;x
3388;0;15;130;New Province 140;x
3389;42;3;128;New Province 141;x
3390;126;39;134;New Province 142;x
3391;127;111;169;New Province 143;x
3392;170;87;142;New Province 144;x
3393;84;6;1;New Province 145;x
3394;126;24;4;New Province 146;x
3395;84;36;6;New Province 147;x
3396;0;45;135;New Province 148;x
3397;1;15;35;New Province 149;x
3398;127;36;74;New Province 150;x
3399;85;21;36;New Province 151;x
3400;1;123;145;New Province 152;x
3401;84;102;206;New Province 153;x
3402;42;192;58;New Province 154;x
3403;0;69;165;New Province 155;x
3404;84;195;186;New Province 156;x
3405;42;30;223;New Province 157;x
3406;42;150;143;New Province 158;x
3407;0;147;15;New Province 159;x
3408;168;117;202;New Province 160;x
3409;0;78;160;New Province 161;x
3410;0;189;185;New Province 162;x
3411;1;30;165;New Province 163;x
3412;127;27;184;New Province 164;x
3413;8;0;60;New Province 165;x
3414;0;66;144;New Province 166;x
3415;0;92;15;New Province 167;x
3416;84;66;13;New Province 168;x
3417;42;93;145;New Province 169;x
3418;170;57;137;New Province 170;x
3419;0;62;10;New Province 171;x
3420;2;120;20;New Province 172;x
3421;128;84;14;New Province 173;x
3422;128;195;154;New Province 174;x
3423;127;186;204;New Province 175;x
3424;85;171;61;New Province 176;x
3425;43;51;133;New Province 177;x
3426;7;186;215;New Province 178;x
3427;46;159;168;New Province 179;x
3428;111;122;76;New Province 180;x
3429;131;165;19;New Province 181;x
3430;168;162;27;New Province 182;x
3431;7;126;205;New Province 183;x
3432;126;186;149;New Province 184;x
3433;43;42;138;New Province 185;x
3434;168;138;212;New Province 186;x
3435;169;159;72;New Province 187;x
3436;85;3;196;New Province 188;x
3437;175;123;77;New Province 189;x
3438;127;78;94;New Province 190;x
3439;89;123;41;New Province 191;x
3440;168;27;187;New Province 192;x
3441;42;0;163;New Province 193;x
3442;42;153;208;New Province 194;x
3443;0;165;155;New Province 195;x
3444;0;210;35;New Province 196;x
3445;126;159;154;New Province 197;x
3446;1;3;180;New Province 198;x
3447;1;36;150;New Province 199;x
3448;1;183;210;New Province 200;x
3449;43;186;83;New Province 201;x
3450;127;210;179;New Province 202;x
3451;169;0;52;New Province 203;x
3452;49;54;193;New Province 204;x
3453;34;35;85;New Province 205;x
3454;96;20;43;New Province 206;x
3455;1;147;70;New Province 207;x
3456;85;153;71;New Province 208;x
3457;127;30;149;New Province 209;x
3458;127;144;139;New Province 210;x
3459;169;81;222;New Province 211;x
3460;127;21;49;New Province 212;x
3461;85;207;51;New Province 213;x
3462;127;99;154;New Province 214;x
3463;85;18;176;New Province 215;x
3464;43;150;198;New Province 216;x
3465;85;189;211;New Province 217;x
3466;43;153;13;New Province 218;x
3467;169;24;177;New Province 219;x
3468;43;165;73;New Province 220;x
3469;1;150;140;New Province 221;x
3470;169;180;82;New Province 222;x
3471;43;204;178;New Province 223;x
3472;42;18;3;New Province 224;x
3473;1;21;225;New Province 225;x
3474;1;69;70;New Province 226;x
3475;169;120;17;New Province 227;x
3476;1;135;10;New Province 228;x
3477;127;9;34;New Province 229;x
3478;69;28;37;New Province 230;x
3479;127;129;54;New Province 231;x
3480;43;123;53;New Province 232;x
3481;43;18;163;New Province 233;x
3482;43;171;208;New Province 234;x
3483;7;156;210;New Province 235;x
3484;43;24;98;New Province 236;x
3485;127;162;24;New Province 237;x
3486;210;90;30;New Province 238;x
3487;1;201;50;New Province 239;x
3488;43;30;73;New Province 240;x
3489;85;33;201;New Province 241;x
3490;127;117;144;New Province 242;x
3491;42;6;98;New Province 243;x
3492;168;12;2;New Province 244;x
3493;173;132;7;New Province 245;x
3494;84;156;81;New Province 246;x
3495;175;183;87;New Province 247;x
3496;88;69;211;New Province 248;x
3497;127;156;199;New Province 249;x
3498;1;84;95;New Province 250;x
3499;84;63;1;New Province 251;x
3500;0;57;0;New Province 252;x
3501;0;177;20;New Province 253;x
3502;126;24;59;New Province 254;x
3503;170;30;217;New Province 255;x
3504;86;39;91;New Province 256;x
3505;2;33;90;New Province 257;x
3506;84;54;156;New Province 258;x
3507;126;57;29;New Province 259;x
3508;84;135;71;New Province 260;x
3509;42;135;163;New Province 261;x
3510;84;30;181;New Province 262;x
3511;134;204;94;New Province 263;x
3512;42;204;168;New Province 264;x
3513;44;108;188;New Province 265;x
3514;128;147;159;New Province 266;x
3515;86;111;61;New Province 267;x
3516;44;90;93;New Province 268;x
3517;8;108;170;New Province 269;x
3518;170;117;62;New Province 270;x
3519;2;186;130;New Province 271;x
3520;170;48;57;New Province 272;x
3521;185;112;67;New Province 273;x
3522;0;132;35;New Province 274;x
3523;170;183;2;New Province 275;x
3524;87;183;191;New Province 276;x
3525;170;132;87;New Province 277;x
3526;128;63;24;New Province 278;
3527;44;72;153;New Province 279;x
3528;29;42;80;New Province 280;x
3529;47;168;218;New Province 281;x
3530;83;106;172;New Province 282;x
3531;23;30;34;New Province 283;x
3532;131;6;99;New Province 284;x
3533;5;84;70;New Province 285;x
3534;82;51;33;New Province 286;x
3535;64;90;101;New Province 287;x
3536;41;58;65;New Province 288;x
3537;5;165;90;New Province 289;x
3538;44;54;58;New Province 290;x
3539;36;53;101;New Province 291;x
3540;123;113;161;New Province 292;x
3541;173;162;217;New Province 293;x
3542;2;51;185;New Province 294;x
3543;44;36;218;New Province 295;x
3544;170;12;22;New Province 296;x
3545;42;60;128;New Province 297;x
3546;85;111;156;New Province 298;x
3547;127;36;179;New Province 299;x
3548;169;33;22;New Province 300;x
3549;127;93;224;New Province 301;x
3550;126;15;64;New Province 302;x
3551;44;0;183;New Province 303;x
3552;86;21;151;New Province 304;x
3553;2;15;150;New Province 305;x
3554;86;3;56;New Province 306;x
3555;44;18;23;New Province 307;x
3556;86;57;186;New Province 308;
3557;86;12;201;New Province 309;x
3558;170;51;172;New Province 310;x
3559;2;69;25;New Province 311;x
3560;86;93;16;New Province 312;x
3561;95;20;43;New Province 313;x
3562;5;48;35;New Province 314;x
3563;38;64;104;New Province 315;x
3564;64;86;120;New Province 316;x
3565;2;87;220;New Province 317;x
3566;26;32;41;New Province 318;x
3567;5;66;130;New Province 319;x
3568;107;130;166;New Province 320;x
3569;24;38;60;New Province 321;x
3570;112;121;135;New Province 322;x
3571;172;168;42;New Province 323;x
3572;1;138;20;New Province 324;x
3573;1;57;205;New Province 325;x
3574;169;147;57;New Province 326;x
3575;91;39;226;New Province 327;x
3576;78;36;65;New Province 328;
3577;84;111;201;New Province 329;x
3578;0;198;180;New Province 330;x
3579;126;63;164;New Province 331;x
3580;168;75;32;New Province 332;x
3581;126;141;14;New Province 333;x
3582;126;114;74;New Province 334;x
3583;168;66;37;New Province 335;x
3584;168;24;222;New Province 336;x
3585;84;105;171;New Province 337;x
3586;168;144;142;New Province 338;x
3587;72;132;72;New Province 339;x
3588;91;207;91;New Province 340;x
3589;127;30;99;New Province 341;x
3590;127;63;14;New Province 342;x
3591;38;22;54;New Province 343;x
3592;1;27;200;New Province 344;x
3593;42;99;78;New Province 345;x
3594;85;153;221;New Province 346;x
3595;43;150;93;New Province 347;x
3596;8;54;40;New Province 348;x
3597;168;207;162;New Province 349;x
3598;236;133;245;New Province 350;x
3599;84;123;161;New Province 351;x
3600;171;126;67;New Province 352;x
3601;176;102;77;New Province 353;x
3602;176;51;167;New Province 354;x
3603;8;177;25;New Province 355;x
3604;91;69;131;New Province 356;x
3605;175;165;147;New Province 357;x
3606;176;195;207;New Province 358;x
3607;8;156;220;New Province 359;x
3608;173;69;32;New Province 360;x
3609;175;12;52;New Province 361;x
3610;171;30;67;New Province 362;x
3611;6;204;205;New Province 363;x
3612;130;186;74;New Province 364;x
3613;50;21;133;New Province 365;x
3614;7;108;160;New Province 366;x
3615;175;126;42;New Province 367;x
3616;92;135;181;New Province 368;x
3617;134;99;204;New Province 369;x
3618;133;9;179;New Province 370;x
3619;87;153;36;New Province 371;x
3620;7;72;225;New Province 372;x
3621;91;117;76;New Province 373;x
3622;92;102;6;New Province 374;x
3623;47;165;48;New Province 368;x
3624;47;27;188;New Province 369;x
3625;45;111;163;New Province 370;x
3626;50;159;93;New Province 371;x
3627;175;72;62;New Province 372;x
3628;128;48;99;New Province 373;x
3629;175;60;152;New Province 374;x
3630;85;36;166;New Province 375;x
3631;126;144;129;New Province 376;x
3632;126;21;144;New Province 377;x
3633;1;177;225;New Province 378;x
3634;127;144;184;New Province 379;x
3635;85;141;56;New Province 380;x
3636;127;132;19;New Province 381;x
3637;85;96;176;New Province 382;x
3638;8;39;165;New Province 383;x
3639;134;0;194;New Province 384;x
3640;42;51;28;New Province 385;x
3641;8;81;80;New Province 386;x
3642;94;194;59;New Province 387;x
3643;0;210;90;New Province 388;x
3644;42;171;48;New Province 389;x
3645;84;174;176;New Province 390;x
3646;126;204;89;New Province 391;x
3647;126;150;9;New Province 392;x
3648;43;126;18;New Province 393;x
3649;127;24;164;New Province 394;x
3650;228;198;113;New Province 395;x
3651;126;126;34;New Province 396;x
3652;168;33;217;New Province 397;x
3653;126;105;79;New Province 398;x
3654;126;12;99;New Province 399;x
3655;85;129;146;New Province 400;x
3656;224;48;237;New Province 401;x
3657;168;21;52;New Province 402;x
3658;0;162;190;New Province 403;x
3659;43;168;188;New Province 404;x
3660;168;126;197;New Province 408;x
3661;151;53;125;New Province 409;x
3662;76;254;206;New Province 410;x
3663;168;9;142;New Province 411;x
3664;84;183;21;New Province 412;x
3665;126;30;89;New Province 413;x
3666;127;51;204;New Province 414;x
3667;121;241;235;New Province 415;x
3668;169;174;97;New Province 416;x
3669;150;235;245;New Province 417;x
3670;43;87;18;New Province 418;x
3671;212;203;216;New Province 419;x
3672;43;24;43;New Province 420;x
3673;169;159;222;New Province 421;x
3674;127;198;164;New Province 422;x
3675;169;45;82;New Province 423;x
3676;43;171;3;New Province 424;x
3677;169;96;202;New Province 425;x
3678;2;51;130;New Province 426;x
3679;130;198;34;New Province 427;x
3680;127;177;4;New Province 428;x
3681;85;174;131;New Province 429;x
3682;85;183;226;New Province 430;x
3683;85;63;206;New Province 431;x
3684;127;72;214;New Province 432;x
3685;169;189;227;New Province 433;x
3686;43;72;143;New Province 434;x
3687;43;159;193;New Province 435;x
3688;85;105;21;New Province 436;x
3689;127;42;209;New Province 437;x
3690;1;78;215;New Province 438;x
3691;43;153;58;New Province 439;x
3692;1;150;185;New Province 440;x
3693;127;186;99;New Province 441;x
3694;176;105;42;New Province 442;x
3695;85;75;16;New Province 443;x
3696;169;132;182;New Province 444;x
3697;169;201;37;New Province 445;x
3698;169;69;207;New Province 446;x
3699;51;189;203;New Province 447;x
3700;169;42;167;New Province 448;x
3701;85;156;186;New Province 449;x
3702;127;39;39;New Province 450;x
3703;127;207;9;New Province 451;x
3704;169;39;202;New Province 452;x
3705;1;162;95;New Province 453;x
3706;1;204;165;New Province 454;x
3707;1;126;60;New Province 455;x
3708;169;180;132;New Province 456;x
3709;85;144;21;New Province 457;x
3710;85;126;31;New Province 458;x
3711;43;123;158;New Province 459;x
3712;169;48;152;New Province 460;x
3713;169;15;182;New Province 461;x
3714;126;144;79;New Province 462;x
3715;42;180;148;New Province 463;x
3716;169;57;42;New Province 464;x
3717;42;9;63;New Province 465;x
3718;126;135;84;New Province 466;x
3719;84;132;211;New Province 467;x
3720;43;48;168;New Province 468;x
3721;85;132;61;New Province 469;x
3722;43;201;213;New Province 470;x
3723;169;129;172;New Province 471;x
3724;43;36;3;New Province 472;x
3725;0;6;190;New Province 473;x
3726;1;165;60;New Province 474;x
3727;85;198;1;New Province 475;x
3728;0;126;210;New Province 476;x
3729;127;147;149;New Province 477;x
3730;127;159;59;New Province 478;x
3731;169;150;22;New Province 479;x
3732;85;48;181;New Province 480;x
3733;127;12;54;New Province 481;x
3734;85;168;96;New Province 482;x
3735;127;126;44;New Province 483;x
3736;1;51;25;New Province 484;x
3737;1;120;30;New Province 485;x
3738;168;3;62;New Province 486;x
3739;168;147;207;New Province 487;x
3740;1;45;40;New Province 488;x
3741;84;90;41;New Province 489;x
3742;126;0;189;New Province 490;x
3743;1;48;210;New Province 491;x
3744;84;168;146;New Province 492;x
3745;127;66;79;New Province 493;x
3746;43;129;188;New Province 494;x
3747;42;138;78;New Province 495;x
3748;43;207;38;New Province 496;x
3749;127;78;144;New Province 497;x
3750;169;81;17;New Province 498;x
3751;43;165;223;New Province 499;x
3752;1;135;55;New Province 500;x
3753;43;45;203;New Province 501;x
3754;169;27;37;New Province 502;x
3755;85;48;76;New Province 503;x
3756;43;156;23;New Province 504;x
3757;127;171;224;New Province 505;x
3758;127;42;4;New Province 506;x
3759;58;91;52;New Province 507;x
3760;1;84;145;New Province 508;x
3761;1;33;130;New Province 509;x
3762;127;54;169;New Province 510;x
3763;168;54;227;New Province 511;x
3764;43;75;208;New Province 512;x
3765;1;114;150;New Province 513;x
3766;85;159;151;New Province 514;x
3767;169;45;132;New Province 515;x
3768;127;57;84;New Province 516;x
3769;43;186;133;New Province 517;x
3770;169;195;7;New Province 518;x
3771;85;33;51;New Province 519;x
3772;85;210;166;New Province 520;x
3773;43;108;28;New Province 521;x
3774;169;60;212;New Province 522;x
3775;127;192;134;New Province 523;x
3776;168;174;147;New Province 524;x
3777;126;93;169;New Province 525;x
3778;126;171;19;New Province 526;x
3779;0;15;185;New Province 527;x
3780;0;99;170;New Province 528;x
3781;84;141;206;New Province 529;x
3782;127;201;129;New Province 530;x
3783;168;12;57;New Province 531;x
3784;42;102;43;New Province 532;x
3785;42;18;58;New Province 533;x
3786;46;177;158;New Province 534;x
3787;126;177;49;New Province 535;x
3788;126;51;44;New Province 536;x
3789;169;117;157;New Province 537;x
3790;168;153;137;New Province 538;x
3791;169;138;62;New Province 539;x
3792;1;141;190;New Province 540;x
3793;1;63;85;New Province 541;x
3794;0;36;90;New Province 542;x
3795;127;0;39;New Province 543;x
3796;169;3;167;New Province 544;x
3797;1;6;40;New Province 545;x
3798;85;189;6;New Province 546;x
3799;134;207;164;New Province 547;x
3800;129;123;194;New Province 548;x
3801;91;141;201;New Province 549;x
3802;87;105;191;New Province 550;x
3803;171;69;227;New Province 551;x
3804;168;201;132;New Province 552;x
3805;1;69;15;New Province 553;x
3806;85;195;36;New Province 554;x
3807;91;195;31;New Province 555;x
3808;51;87;23;New Province 556;x
3809;177;6;137;New Province 557;x
3810;133;144;74;New Province 558;x
3811;171;87;67;New Province 559;x
3812;85;39;81;New Province 560;x
3813;170;48;2;New Province 561;x
3814;43;60;78;New Province 562;x
3815;7;156;5;New Province 563;x
3816;3;129;195;New Province 564;x
3817;93;165;36;New Province 565;x
3818;134;141;224;New Province 566;x
3819;176;0;2;New Province 567;x
3820;132;159;99;New Province 568;x
3821;135;105;189;New Province 569;x
3822;8;78;165;New Province 570;x
3823;49;51;23;New Province 571;x
3824;4;174;30;New Province 572;x
3825;92;138;96;New Province 573;x
3826;176;207;72;New Province 574;x
3827;91;159;41;New Province 575;x
3828;93;90;151;New Province 576;x
3829;6;129;65;New Province 577;x
3830;9;84;150;New Province 578;x
3831;176;177;217;New Province 579;x
3832;41;122;120;New Province 580;x
3833;91;75;161;New Province 581;x
3834;88;180;31;New Province 582;x
3835;90;180;201;New Province 583;x
3836;49;177;178;New Province 584;x
3837;84;164;229;New Province 585;x
3838;4;123;220;New Province 586;x
3839;130;27;99;New Province 587;x
3840;176;144;97;New Province 588;x
3841;168;114;182;New Province 589;x
3842;126;174;29;New Province 580;x
3843;133;12;94;New Province 581;x
3844;129;180;34;New Province 582;x
3845;88;183;96;New Province 583;x
3846;134;96;139;New Province 584;x
3847;88;39;206;New Province 585;x
3848;176;69;212;New Province 586;x
3849;87;3;161;New Province 587;x
3850;49;75;98;New Province 588;x
3851;87;84;31;New Province 589;x
3852;169;210;137;New Province 590;x
3853;127;129;159;New Province 591;x
3854;1;177;75;New Province 592;x
3855;127;51;54;New Province 593;x
3856;85;57;26;New Province 594;x
3857;127;108;99;New Province 595;x
3858;169;54;182;New Province 596;x
3859;43;180;203;New Province 597;x
3860;1;114;0;New Province 598;x
3861;43;117;128;New Province 599;x
3862;85;24;56;New Province 600;x
3863;127;60;154;New Province 601;x
3864;85;183;76;New Province 602;x
3865;43;60;183;New Province 603;x
3866;49;147;23;New Province 604;x
3867;169;63;27;New Province 605;x
3868;7;144;150;New Province 606;x
3869;43;138;33;New Province 607;x
3870;43;195;128;New Province 608;x
3871;127;93;74;New Province 609;x
3872;91;165;26;New Province 610;x
3873;86;9;31;New Province 611;x
3874;49;192;158;New Province 612;x
3875;133;168;154;New Province 613;x
3876;87;45;181;New Province 614;x
3877;7;189;30;New Province 615;x
3878;43;3;138;New Province 616;x
3879;85;162;66;New Province 617;x
3880;85;27;171;New Province 618;x
3881;85;84;216;New Province 619;x
3882;43;93;153;New Province 620;x
3883;85;12;41;New Province 621;x
3884;85;69;86;New Province 622;x
3885;90;60;181;New Province 623;x
3886;133;162;169;New Province 624;x
3887;133;69;189;New Province 625;x
3888;7;135;200;New Province 626;x
3889;91;66;61;New Province 627;x
3890;91;0;21;New Province 628;x
3891;91;9;16;New Province 629;x
3892;175;69;97;New Province 630;x
3893;175;66;32;New Province 631;x
3894;175;6;22;New Province 632;x
3895;91;138;136;New Province 633;x
3896;7;69;160;New Province 634;x
3897;133;141;9;New Province 635;x
3898;49;138;73;New Province 636;x
3899;7;114;40;New Province 637;x
3900;134;204;199;New Province 638;x
3901;48;114;98;New Province 639;x
3902;135;30;49;New Province 640;x
3903;91;24;96;New Province 641;x
3904;135;3;9;New Province 642;x
3905;33;51;69;New Province 643;x
3906;48;177;73;New Province 644;x
3907;169;111;227;New Province 645;x
3908;171;111;192;New Province 646;x
3909;169;132;32;New Province 647;x
3910;1;135;160;New Province 648;x
3911;134;66;84;New Province 649;x
3912;130;45;194;New Province 650;x
3913;49;72;33;New Province 651;x
3914;49;84;198;New Province 652;x
3915;171;147;227;New Province 653;x
3916;127;108;149;New Province 654;x
3917;8;198;80;New Province 655;x
3918;171;93;97;New Province 656;x
3919;91;147;81;New Province 657;x
3920;4;33;0;New Province 658;x
3921;172;48;67;New Province 659;x
3922;87;174;196;New Province 660;x
3923;3;96;225;New Province 661;x
3924;129;126;159;New Province 662;x
3925;129;87;159;New Province 663;x
3926;127;150;64;New Province 664;x
3927;169;96;147;New Province 665;x
3928;43;180;98;New Province 666;x
3929;169;153;192;New Province 667;x
3930;43;66;213;New Province 668;x
3931;85;147;191;New Province 669;x
3932;85;204;136;New Province 670;x
3933;127;171;74;New Province 671;x
3934;85;156;141;New Province 672;x
3935;85;105;226;New Province 673;x
3936;85;90;201;New Province 674;x
3937;43;9;168;New Province 675;x
3938;43;144;63;New Province 676;x
3939;43;201;8;New Province 677;x
3940;7;147;10;New Province 678;x
3941;172;9;67;New Province 679;x
3942;91;78;226;New Province 680;x
3943;171;90;32;New Province 681;x
3944;85;30;136;New Province 682;x
3945;130;6;194;New Province 683;x
3946;3;90;195;New Province 684;x
3947;3;93;160;New Province 685;x
3948;130;24;34;New Province 686;x
3949;130;63;34;New Province 687;x
3950;49;150;140;New Province 688;x
3951;49;12;23;New Province 689;x
3952;127;99;49;New Province 690;x
3953;2;3;135;New Province 691;x
3954;128;108;159;New Province 692;x
3955;169;9;197;New Province 693;x
3956;127;6;69;New Province 694;x
3957;169;90;12;New Province 695;x
3958;1;105;50;New Province 696;x
3959;1;93;140;New Province 697;x
3960;169;102;177;New Province 698;x
3961;43;96;13;New Province 699;x
3962;91;21;181;New Province 700;x
3963;132;204;134;New Province 701;x
3964;43;102;98;New Province 702;x
3965;85;123;171;New Province 703;x
3966;169;195;212;New Province 704;x
3967;1;42;180;New Province 705;x
3968;43;120;43;New Province 706;x
3969;127;192;84;New Province 707;x
3970;169;174;202;New Province 708;x
3971;43;45;53;New Province 709;x
3972;43;102;148;New Province 710;x
3973;1;99;225;New Province 711;x
3974;169;162;142;New Province 712;x
3975;1;198;85;New Province 713;x
3976;1;18;55;New Province 714;x
3977;1;198;135;New Province 715;x
3978;6;207;170;New Province 716;x
3979;43;54;153;New Province 717;x
3980;1;165;15;New Province 718;x
3981;1;132;45;New Province 719;x
3982;85;54;211;New Province 720;x
3983;127;135;189;New Province 721;x
3984;127;159;14;New Province 722;x
3985;4;72;0;New Province 723;x
3986;172;189;97;New Province 724;x
3987;133;180;9;New Province 725;x
3988;127;126;89;New Province 726;x
3989;1;39;10;New Province 727;x
3990;4;192;225;New Province 728;x
3991;133;123;19;New Province 729;x
3992;129;84;194;New Province 730;x
3993;43;105;168;New Province 731;x
3994;0;0;100;New Province 732;x
3995;0;36;195;New Province 733;x
3996;169;39;52;New Province 734;x
3997;168;204;152;New Province 735;x
3998;43;87;223;New Province 736;x
3999;168;198;222;New Province 737;x
4000;85;42;151;New Province 738;x
4001;85;9;181;New Province 739;x
4002;127;45;24;New Province 740;x
4003;169;96;97;New Province 741;x
4004;43;6;53;New Province 742;x
4005;43;39;23;New Province 743;x
4006;85;90;96;New Province 744;x
4007;1;27;50;New Province 739;x
4008;43;30;178;New Province 740;x
4009;169;102;27;New Province 741;x
4010;1;183;5;New Province 742;x
4011;43;51;83;New Province 743;x
4012;127;114;29;New Province 744;x
4013;3;0;225;New Province 745;x
4014;42;84;203;New Province 746;x
4015;0;81;75;New Province 747;x
4016;168;78;202;New Province 748;x
4017;168;51;162;New Province 749;x
4018;42;42;33;New Province 750;x
4019;126;48;34;New Province 751;x
4020;42;48;213;New Province 752;x
4021;170;153;97;New Province 753;x
4022;44;42;148;New Province 754;x
4023;170;186;67;New Province 755;x
4024;2;183;60;New Province 756;x
4025;169;210;32;New Province 757;x
4026;127;102;14;New Province 758;x
4027;0;66;200;New Province 759;x
4028;84;123;11;New Province 760;x
4029;168;9;92;New Province 761;x
4030;126;111;54;New Province 762;x
4031;177;164;114;New Province 763;x
4032;221;193;86;New Province 764;x
4033;44;192;68;New Province 765;x
4034;44;111;153;New Province 766;x
4035;128;150;224;New Province 767;x
4036;170;87;57;New Province 768;x
4037;44;93;208;New Province 769;x
4038;88;143;129;New Province 770;x
4039;0;144;200;New Province 771;x
4040;42;159;138;New Province 772;x
4041;168;60;157;New Province 773;x
4042;84;162;11;New Province 774;x
4043;0;183;50;New Province 775;x
4044;1;108;15;New Province 776;x
4045;169;105;142;New Province 777;x
4046;84;192;221;New Province 778;x
4047;84;18;221;New Province 779;x
4048;43;201;158;New Province 780;x
4049;0;168;175;New Province 781;x
4050;85;12;96;New Province 782;x
4051;2;57;10;New Province 783;x
4052;127;15;224;New Province 784;x
4053;0;21;215;New Province 785;x
4054;43;9;223;New Province 786;x
4055;1;6;95;New Province 787;x
4056;43;90;38;New Province 788;x
4057;85;93;166;New Province 789;x
4058;126;210;224;New Province 790;x
4059;168;93;77;New Province 791;x
4060;84;138;141;New Province 792;x
4061;43;0;68;New Province 793;x
4062;42;162;53;New Province 794;x
4063;0;54;35;New Province 795;x
4064;126;183;184;New Province 796;x
4065;128;66;89;New Province 797;x
4066;2;123;155;New Province 798;x
4067;170;120;27;New Province 799;x
4068;44;108;83;New Province 800;x
4069;170;69;12;New Province 801;x
4070;86;144;181;New Province 802;x
4071;128;48;149;New Province 803;x
4072;170;33;182;New Province 804;x
4073;86;45;21;New Province 805;x
4074;42;117;68;New Province 806;x
4075;128;198;69;New Province 807;x
4076;2;24;40;New Province 808;x
4077;86;63;216;New Province 809;x
4078;2;90;185;New Province 810;x
4079;130;84;149;New Province 811;x
4080;170;36;97;New Province 812;x
4081;168;114;137;New Province 813;x
4082;170;57;157;New Province 814;x
4083;2;78;225;New Province 815;x
4084;2;156;225;New Province 816;x
4085;170;201;197;New Province 817;x
4086;86;195;196;New Province 818;x
4087;84;3;141;New Province 819;x
4088;168;42;212;New Province 820;x
4089;168;114;32;New Province 821;x
4090;128;30;54;New Province 822;x
4091;170;15;87;New Province 823;x
4092;126;6;14;New Province 824;x
4093;84;39;26;New Province 825;x
4094;43;126;223;New Province 826;x
4095;42;123;98;New Province 827;x
4096;1;102;190;New Province 828;x
